UniqueCount	AmbigCount
48	0
29	0
27	0
10	0
3	0
8	0
4	0
1	0
4	0
1	0
0	0
1	0
7	0
11	0
17	1
4	1
14	1
81	1
7	0
13	1
8	1
33	4
17	0
5	0
15	1
10	3
29	2
29	2
73	3
40	1
40	0
34	8
2	1
35	2
36	7
1	7
15	1
6	0
12	0
54	0
77	1
6	0
13	0
2	0
3	0
3	0
2	0
2	0
16	1
0	1
19	0
0	0
2	0
0	0
3	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
28	0
58	0
30	0
24	1
54	0
2	0
1	0
3	0
0	0
4	0
3	0
8	1
0	0
1	0
1	0
1	0
2	0
1	0
3	0
0	0
8	0
0	0
2	0
1	0
3	0
5	0
5	0
8	0
4	1
1	0
0	0
1	0
0	0
3	0
1	0
1	0
7	0
15	0
9	0
3	0
1	0
3	0
13	0
25	0
25	0
19	0
27	0
5	0
6	0
4	0
1	0
2	0
7	0
4	0
43	0
3	0
0	0
72	85
59	1
91	0
2	1
6	0
8	0
7	0
2	0
1	0
2	0
0	0
0	0
5	4
2	0
0	0
88	0
16	3
86	0
13	0
17	0
39	1
31	3
63	3
0	0
25	0
11	0
0	0
3	0
0	0
6	0
2	0
6	0
0	0
1	0
1	0
2	0
8	0
17	0
4	0
3	0
12	0
5	0
8	0
0	0
2	0
1	0
1	0
1	0
8	0
4	0
1	0
2	0
11	0
9	0
1	0
12	0
14	0
29	0
4	1
1	0
0	0
3	1
0	1
1	0
1	0
0	0
1	0
4	1
0	1
8	0
0	0
5	0
50	0
6	0
19	0
32	0
14	1
29	0
8	1
3	2
22	1
2	0
4	0
6	0
2	0
4	0
197	0
58	1
45	0
112	0
294	0
143	7
21	5
144	0
73	2
102	1
73	0
22	0
28	0
74	0
17	3
226	4
24	3
0	0
2	0
2	0
17	0
9	0
10	0
1	0
9	0
1	0
1	0
34	0
0	0
2	0
1	0
0	0
1	0
13	0
3	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
1	0
0	1
1	0
1	0
30	0
27	1
26	0
12	0
14	0
15	1
15	0
2	0
0	0
1	0
4	0
0	0
0	0
0	0
7	0
5	0
2	0
1	0
18	0
6	0
4	0
0	0
0	0
0	0
1	0
1	0
0	0
2	1
1	0
0	0
3	0
9	0
12	0
3	0
3	0
7	0
8	0
0	0
2	0
8	4
6	0
14	1
11	1
61	3
8	6
2	1
0	1
5	1
2	1
3	4
4	3
6	1
5	0
16	1
20	1
28	7
2	1
1	4
3	0
31	1
24	0
22	0
18	0
25	0
8	0
2	0
6	0
2	0
1	0
2	0
2	0
0	5
12	0
2	0
1	0
1	0
4	0
1	0
8	0
5	0
2	1
36	1
32	2
20	0
30	0
42	1
12	1
19	0
259	4
50	0
37	0
2	0
0	0
0	0
0	0
0	0
